Transaction_ID,Age,Gender,Country,Loyalty_Member,Purpose_of_Travel,Booking_Channel,Number_Previous_Stays,Lead_Time_Days,Length_of_Stay,Room_Type,Check_in_Month,Number_Guests,Avg_Daily_Rate,Preferred_Amenities,Special_Requests,Services_Used,Basket_Items,Overall_Satisfaction,Would_Recommend,Total_Revenue,Room_Demand_Indicator,Upselling_Success
T100117,23,Male,Canada,Yes,Leisure,Website,7,41,5,Deluxe,Dec,3,250.11,WiFi;Pool;Breakfast;Spa;Restaurant;Parking,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,1410.55,1,Yes
T100118,51,Male,China,No,Business,Agent,2,1,4,Standard,Jun,2,141.23,WiFi;Breakfast;Parking,Extra pillows,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,No,644.92,1,No
T100119,47,Female,China,No,Leisure,Website,1,17,5,Standard,Jun,2,156.95,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",3,Yes,854.75,1,No
T100120,47,Female,Italy,No,Leisure,Agent,0,17,6,Standard,Jul,2,147.74,WiFi;Pool;Breakfast,Extra pillows,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",1,No,1036.44,1,No
T100121,27,Male,USA,Yes,Leisure,Website,5,43,2,Standard,Feb,2,116.71,WiFi;Pool;Breakfast,High floor,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,443.42,0,Yes
T100122,54,Female,China,Yes,Leisure,App,10,55,4,Deluxe,Jun,3,250.53,WiFi;Gym;Breakfast,Early check-in,Spa,[Spa],3,No,1102.12,1,No
T100123,21,Female,India,Yes,Business,Website,9,3,3,Standard,May,1,128.13,WiFi;Breakfast,Late check-out,Laundry;Gym;Mini-bar,"[Laundry, Gym, Mini-bar]",3,Yes,454.39,0,No
T100124,45,Male,Australia,No,Leisure,App,2,25,2,Deluxe,Jul,3,254.42,WiFi;Gym;Breakfast,High floor,Room service;Laundry;Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Mini-bar, Breakfast]",2,No,808.84,1,No
T100125,64,Other,Canada,No,Business,App,1,1,3,Standard,Nov,1,114.31,WiFi;Pool;Breakfast;Parking,None,Room service;Restaurant,"[Room service, Restaurant]",3,No,502.93,0,Yes
T100126,26,Male,Italy,No,Business,Website,1,12,2,Standard,Mar,1,118.01,WiFi;Breakfast,Late check-out,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",4,Yes,336.02,0,No
T100127,31,Male,India,Yes,Leisure,Website,10,5,7,Standard,Aug,2,142.62,WiFi;Pool;Breakfast;Spa;Parking,Late check-out,Laundry;Breakfast,"[Laundry, Breakfast]",2,Yes,1048.34,1,No
T100128,39,Male,France,No,Leisure,Website,2,23,6,Standard,Jan,3,117.32,WiFi;Breakfast;Spa;Parking,High floor,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",2,No,833.92,0,No
T100129,31,Female,USA,Yes,Leisure,App,11,59,5,Standard,May,2,115.46,WiFi;Pool;Breakfast,None,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,727.3,0,No
T100130,19,Female,USA,Yes,Business,App,7,11,2,Deluxe,Jul,1,252.13,Gym;Breakfast;Restaurant,High floor,Laundry;Gym,"[Laundry, Gym]",5,Yes,534.26,1,No
T100131,38,Male,UK,No,Leisure,Agent,1,17,4,Deluxe,Feb,2,180.49,WiFi;Gym;Breakfast;Spa;Restaurant,Late check-out,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,No,801.96,0,No
T100132,25,Male,India,No,Leisure,App,0,49,6,Deluxe,Jul,2,230.09,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,Early check-in,Laundry;Restaurant;Mini-bar,"[Laundry, Restaurant, Mini-bar]",4,Yes,1510.54,1,No
T100133,43,Female,China,Yes,Business,Website,10,6,3,Standard,May,1,111.4,WiFi;Breakfast;Parking,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,544.2,0,Yes
T100134,26,Male,Australia,Yes,Business,Website,12,4,4,Standard,Dec,2,133.31,WiFi;Gym;Breakfast,Extra pillows,Room service;Laundry;Spa;Gym;Restaurant,"[Room service, Laundry, Spa, Gym, Restaurant]",4,No,823.24,1,Yes
T100135,56,Female,Canada,No,Business,Website,3,3,6,Deluxe,Aug,2,229.29,WiFi;Breakfast;Parking,Late check-out,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,1525.74,1,No
T100136,28,Female,China,Yes,Business,Website,6,3,1,Standard,Apr,2,126.29,Gym;Breakfast,None,Laundry;Spa;Mini-bar;Breakfast,"[Laundry, Spa, Mini-bar, Breakfast]",3,No,316.29,0,No
T100137,34,Male,China,Yes,Other,Phone,3,9,9,Standard,Feb,1,131.27,WiFi;Gym;Breakfast;Restaurant,None,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",3,Yes,1331.43,0,Yes
T100138,47,Female,USA,No,Leisure,Agent,1,3,8,Suite,Jan,3,401.17,Pool;Gym;Breakfast,None,Room service;Spa;Restaurant;Mini-bar;Breakfast,"[Room service, Spa, Restaurant, Mini-bar, Breakfast]",4,Yes,3479.36,0,No
T100139,23,Male,USA,No,Leisure,App,2,3,5,Standard,Feb,2,116.14,WiFi;Pool;Breakfast,None,Room service;Breakfast,"[Room service, Breakfast]",3,No,700.7,0,Yes
T100140,40,Other,China,No,Other,App,0,36,5,Standard,Sep,2,127.9,WiFi;Breakfast;Spa,Late check-out,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",3,No,749.5,0,No
T100141,53,Female,India,No,Business,Agent,2,1,4,Standard,Nov,1,109.61,WiFi;Breakfast,None,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,568.44,0,No
T100142,18,Female,France,No,Leisure,App,0,82,5,Deluxe,Mar,2,183.73,WiFi;Pool;Gym;Breakfast,None,Laundry;Spa;Gym;Mini-bar,"[Laundry, Spa, Gym, Mini-bar]",3,No,1088.65,0,No
T100143,40,Male,USA,Yes,Business,Website,6,6,5,Deluxe,Jun,2,232.58,WiFi;Pool;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",4,Yes,1302.9,1,No
T100144,41,Female,USA,No,Leisure,Website,0,19,8,Suite,Jun,2,475.05,Gym;Breakfast;Restaurant;Parking,Early check-in,Room service;Spa;Restaurant;Breakfast,"[Room service, Spa, Restaurant, Breakfast]",4,Yes,4080.4,1,Yes
T100145,47,Male,India,No,Business,App,0,9,3,Standard,Aug,1,152.58,WiFi;Pool;Breakfast;Restaurant,High floor,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,567.74,1,No
T100146,23,Male,UK,Yes,Leisure,Phone,10,36,7,Deluxe,Mar,4,217.01,WiFi;Gym;Spa;Restaurant,Early check-in,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",5,Yes,1739.07,0,Yes
T100147,22,Male,USA,No,Business,App,1,16,7,Standard,Dec,1,144.9,WiFi;Breakfast,None,Laundry;Breakfast,"[Laundry, Breakfast]",5,Yes,1114.3,1,Yes
T100148,44,Female,UAE,Yes,Business,Website,6,11,6,Standard,Sep,1,119.9,WiFi;Breakfast;Restaurant;Parking,Extra pillows,Room service;Laundry;Spa,"[Room service, Laundry, Spa]",2,No,949.4,0,Yes
T100149,41,Male,USA,Yes,Leisure,Website,8,64,4,Suite,Dec,3,452.45,WiFi;Gym;Breakfast;Spa;Restaurant,None,Gym;Restaurant,"[Gym, Restaurant]",4,Yes,1919.8,1,Yes
T100150,41,Female,Australia,Yes,Business,Agent,5,3,2,Standard,Apr,1,118.83,WiFi;Pool;Breakfast;Restaurant;Parking,None,Room service;Laundry;Mini-bar,"[Room service, Laundry, Mini-bar]",4,No,357.66,0,No
T100151,42,Female,UK,No,Leisure,Agent,0,3,5,Standard,Aug,3,156.2,Gym;Breakfast,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",2,No,831.0,1,No
T100152,29,Male,USA,No,Business,App,0,5,6,Standard,Sep,1,117.43,WiFi;Breakfast;Spa;Restaurant,Late check-out,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,884.58,0,Yes
T100153,40,Female,India,No,Leisure,App,3,32,7,Standard,Sep,2,113.06,Pool;Gym;Breakfast;Restaurant,Late check-out,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,No,931.42,0,No
T100154,41,Male,France,No,Business,Website,2,2,4,Standard,Jan,1,116.1,WiFi;Gym;Breakfast;Parking,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,Yes,544.4,0,No
T100155,29,Female,India,Yes,Business,Agent,7,8,6,Standard,Dec,1,144.42,WiFi;Gym;Breakfast,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",3,Yes,956.52,1,No
T100156,60,Female,Italy,Yes,Business,Agent,6,5,2,Standard,Dec,1,146.84,WiFi;Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Mini-bar,"[Room service, Laundry, Gym, Mini-bar]",4,Yes,413.68,1,No
T100157,43,Male,USA,Yes,Business,Website,6,7,4,Standard,Feb,1,118.38,Gym;Breakfast;Restaurant,None,Gym;Restaurant;Mini-bar,"[Gym, Restaurant, Mini-bar]",4,Yes,573.52,0,No
T100158,23,Female,Italy,Yes,Business,App,11,2,3,Standard,Jul,1,151.45,WiFi;Pool;Gym;Breakfast,High floor,Laundry;Gym;Restaurant,"[Laundry, Gym, Restaurant]",3,No,594.35,1,Yes
T100159,45,Male,UK,Yes,Business,Website,4,4,6,Deluxe,May,2,203.38,WiFi;Gym;Breakfast;Parking,High floor,Room service;Laundry;Gym;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Mini-bar, Breakfast]",3,No,1360.28,0,No
T100160,26,Male,Germany,No,Business,Website,0,2,5,Deluxe,Nov,1,206.6,WiFi;Gym;Breakfast;Restaurant;Parking,None,Laundry;Restaurant;Mini-bar,"[Laundry, Restaurant, Mini-bar]",4,Yes,1213.0,0,Yes
T100161,47,Female,China,No,Business,Website,1,15,2,Standard,Sep,1,128.71,WiFi;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,No,397.42,0,No
T100162,51,Male,Canada,No,Business,Website,3,5,7,Standard,Apr,2,128.78,WiFi;Gym;Breakfast,Late check-out,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",1,No,1051.46,0,No
T100163,28,Male,India,Yes,Leisure,App,9,41,4,Standard,Jan,3,112.88,WiFi;Breakfast;Restaurant;Parking,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,611.52,0,Yes
T100164,49,Male,USA,No,Business,Website,1,1,3,Deluxe,May,1,204.93,WiFi;Gym;Breakfast;Restaurant,Early check-in,Restaurant,[Restaurant],3,Yes,724.79,0,Yes
T100165,42,Female,USA,Yes,Business,App,5,8,5,Deluxe,Jan,2,208.67,Pool;Gym;Breakfast,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,1203.35,0,No
T100166,47,Male,France,Yes,Leisure,App,7,50,8,Standard,Mar,4,111.5,WiFi;Pool;Gym;Breakfast;Restaurant,Extra pillows,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,1052.0,0,Yes
T100167,60,Male,China,No,Business,Website,1,32,4,Standard,Aug,2,153.87,WiFi;Breakfast;Restaurant;Parking,Early check-in,Gym;Breakfast,"[Gym, Breakfast]",3,Yes,635.48,1,No
T100168,35,Female,Italy,No,Leisure,Website,1,13,11,Deluxe,Sep,3,187.22,WiFi;Pool;Breakfast;Spa;Restaurant;Parking,Late check-out,Laundry;Spa;Gym,"[Laundry, Spa, Gym]",4,Yes,2189.42,0,No
T100169,28,Female,UK,Yes,Business,App,5,3,4,Standard,Jul,1,152.62,WiFi;Pool;Gym;Breakfast,Early check-in,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",2,No,750.48,1,No
T100170,27,Male,India,No,Business,Website,2,8,4,Deluxe,Aug,1,223.75,WiFi;Breakfast,High floor,Laundry;Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Spa, Gym, Restaurant, Mini-bar, Breakfast]",2,No,1145.0,1,No
T100171,28,Male,USA,Yes,Business,Website,6,3,5,Deluxe,Mar,1,209.67,WiFi;Breakfast,Early check-in,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,1158.35,0,No
T100172,37,Male,Canada,No,Leisure,Agent,2,7,7,Standard,May,3,111.56,Pool;Parking,None,Restaurant;Breakfast,"[Restaurant, Breakfast]",2,Yes,860.92,0,No
T100173,42,Male,Germany,No,Leisure,Agent,1,96,3,Standard,Sep,2,117.09,Pool;Gym;Restaurant,None,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",2,No,461.27,0,No
T100174,41,Male,Canada,No,Business,Agent,0,32,4,Deluxe,Jun,1,222.89,WiFi;Gym;Parking,Late check-out,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",3,Yes,1041.56,1,Yes
T100175,47,Female,UK,Yes,Business,App,9,7,5,Standard,May,2,114.5,WiFi;Breakfast,Late check-out,Laundry;Gym,"[Laundry, Gym]",5,Yes,652.5,0,Yes
T100176,38,Female,Australia,Yes,Other,Website,6,49,5,Suite,Mar,4,438.76,Gym,Late check-out,Spa;Gym;Restaurant;Breakfast,"[Spa, Gym, Restaurant, Breakfast]",4,Yes,2423.8,0,Yes
T100177,55,Female,Germany,No,Business,App,1,1,3,Standard,Aug,2,132.7,WiFi;Breakfast;Spa;Restaurant;Parking,Late check-out,Restaurant;Breakfast,"[Restaurant, Breakfast]",2,Yes,478.1,1,No
T100178,34,Male,India,No,Business,Website,1,3,4,Suite,Oct,1,392.52,WiFi;Breakfast;Parking,Late check-out,Laundry;Breakfast,"[Laundry, Breakfast]",3,No,1620.08,0,No
T100179,70,Female,France,Yes,Leisure,App,8,7,7,Standard,Jul,2,149.1,WiFi;Pool;Gym;Breakfast;Spa,Late check-out,Spa;Gym;Breakfast,"[Spa, Gym, Breakfast]",3,No,1213.7,1,Yes
T100180,45,Male,Canada,No,Leisure,Website,0,16,6,Deluxe,Feb,3,183.78,WiFi;Pool;Restaurant;Parking,Late check-out,Room service,[Room service],2,Yes,1152.68,0,No
T100181,27,Female,France,No,Business,Agent,0,2,4,Standard,Nov,1,110.62,WiFi;Gym;Restaurant,High floor,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",3,No,562.48,0,Yes
T100182,25,Female,UAE,No,Leisure,Website,2,2,6,Standard,Feb,3,111.44,Pool;Breakfast,None,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",2,No,728.64,0,No
T100183,43,Male,UK,No,Leisure,Phone,0,8,11,Deluxe,Jul,2,246.96,WiFi;Pool;Gym;Breakfast;Spa;Parking,None,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",4,Yes,2916.56,1,No
T100184,35,Female,UK,No,Business,Agent,0,7,8,Standard,Apr,1,129.82,WiFi;Gym;Breakfast;Restaurant,High floor,Room service;Laundry;Spa;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Mini-bar, Breakfast]",3,Yes,1278.56,0,No
T100185,46,Male,Canada,No,Business,App,1,3,4,Standard,Dec,1,153.39,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,None,Spa;Restaurant;Breakfast,"[Spa, Restaurant, Breakfast]",2,No,793.56,1,No
T100186,43,Female,USA,No,Business,App,1,3,5,Standard,Sep,1,131.59,WiFi;Gym;Breakfast;Parking,Extra pillows,Laundry;Gym;Restaurant,"[Laundry, Gym, Restaurant]",3,No,747.95,0,No
T100187,37,Male,UAE,Yes,Other,App,8,8,5,Standard,Jul,4,146.25,WiFi;Pool;Breakfast;Restaurant,None,Restaurant;Mini-bar;Breakfast,"[Restaurant, Mini-bar, Breakfast]",3,No,851.25,1,No
T100188,27,Male,UAE,Yes,Leisure,Agent,4,28,6,Standard,Aug,3,157.29,WiFi;Pool;Gym;Restaurant;Parking,High floor,Breakfast,[Breakfast],3,Yes,963.74,1,No
T100189,19,Female,Australia,Yes,Business,Website,1,2,5,Deluxe,Jul,1,230.64,WiFi;Gym,High floor,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",4,Yes,1333.2,1,Yes
T100190,32,Male,Canada,No,Leisure,Agent,1,4,4,Standard,Mar,2,118.12,WiFi;Pool;Gym;Parking,High floor,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",3,Yes,582.48,0,No
T100191,48,Female,India,Yes,Business,App,5,2,4,Standard,Sep,1,117.5,WiFi;Breakfast;Parking,High floor,Breakfast,[Breakfast],3,Yes,490.0,0,No
T100192,40,Male,India,No,Business,Phone,2,18,4,Standard,Jul,2,130.96,Restaurant;Parking,High floor,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,653.84,1,No
T100193,23,Female,USA,Yes,Business,App,9,4,2,Deluxe,Aug,2,255.83,WiFi;Gym;Breakfast,None,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",4,Yes,671.66,1,Yes
T100194,40,Female,India,Yes,Business,App,4,4,2,Deluxe,Jan,1,180.99,WiFi;Spa;Restaurant,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",1,No,471.98,0,No
T100195,42,Male,UK,No,Leisure,Agent,1,21,5,Deluxe,Mar,3,209.2,WiFi;Pool;Spa;Restaurant,Late check-out,Spa;Gym;Restaurant,"[Spa, Gym, Restaurant]",3,No,1206.0,0,No
T100196,27,Male,India,Yes,Business,Agent,5,8,3,Deluxe,Aug,1,235.54,WiFi;Breakfast;Restaurant,Early check-in,Laundry;Spa;Gym;Restaurant;Breakfast,"[Laundry, Spa, Gym, Restaurant, Breakfast]",4,Yes,916.62,1,No
T100197,39,Male,France,Yes,Leisure,App,7,31,8,Deluxe,Jul,4,216.3,WiFi;Gym;Breakfast;Restaurant;Parking,None,Spa;Breakfast,"[Spa, Breakfast]",3,No,1850.4,1,No
T100198,38,Male,Canada,Yes,Business,Website,10,5,3,Standard,Apr,1,114.96,WiFi;Breakfast;Restaurant;Parking,None,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",4,Yes,544.88,0,Yes
T100199,24,Male,UK,No,Business,App,1,1,3,Standard,Apr,1,116.31,WiFi;Gym,Late check-out,Room service;Gym;Mini-bar;Breakfast,"[Room service, Gym, Mini-bar, Breakfast]",2,No,458.93,0,No
T100200,42,Female,India,No,Other,Phone,1,27,8,Standard,Aug,2,157.38,WiFi;Gym;Breakfast;Restaurant,Early check-in,Restaurant,[Restaurant],2,No,1369.04,1,Yes
T100201,44,Female,Canada,Yes,Business,Agent,4,28,3,Standard,Jan,2,123.87,WiFi;Gym;Restaurant;Parking,None,Room service;Laundry;Spa;Restaurant,"[Room service, Laundry, Spa, Restaurant]",2,No,611.61,0,No
T100202,50,Female,USA,No,Business,Agent,1,4,2,Standard,Jun,1,145.25,WiFi;Breakfast;Spa,High floor,Spa;Mini-bar;Breakfast,"[Spa, Mini-bar, Breakfast]",3,No,500.5,1,Yes
T100203,50,Female,USA,No,Business,Website,2,7,4,Standard,Jul,1,133.26,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Laundry;Mini-bar;Breakfast,"[Room service, Laundry, Mini-bar, Breakfast]",3,No,723.04,1,Yes
T100204,21,Female,USA,Yes,Leisure,App,9,76,6,Deluxe,May,1,195.64,WiFi;Pool,Late check-out,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,Yes,1253.84,0,No
T100205,26,Female,Australia,Yes,Business,App,6,3,3,Standard,Nov,2,108.86,Pool;Gym;Breakfast;Parking,None,Breakfast,[Breakfast],3,Yes,346.58,0,No
T100206,44,Male,USA,No,Business,Agent,1,1,3,Deluxe,Jan,1,210.47,WiFi;Breakfast;Parking,Early check-in,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",3,No,741.41,0,No
T100207,44,Female,Canada,Yes,Business,Website,7,5,6,Standard,Nov,2,111.91,WiFi;Gym;Breakfast;Parking,High floor,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,Yes,771.46,0,Yes
T100208,44,Female,India,Yes,Business,Agent,9,12,3,Standard,Sep,1,122.27,WiFi;Pool;Gym;Breakfast;Restaurant,High floor,Room service;Laundry;Gym;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Mini-bar, Breakfast]",3,Yes,506.81,0,No
T100209,75,Female,China,No,Leisure,App,0,69,6,Suite,Jun,3,499.14,WiFi;Spa;Restaurant,Extra pillows,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",4,Yes,3134.84,1,No
T100210,44,Male,UK,No,Business,Website,1,7,4,Standard,Dec,1,140.16,WiFi;Pool;Gym;Breakfast,Late check-out,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",1,Yes,680.64,1,No
T100211,51,Male,China,Yes,Business,Website,6,15,4,Standard,Sep,2,123.18,WiFi;Spa;Parking,None,Room service;Laundry;Spa;Gym;Restaurant,"[Room service, Laundry, Spa, Gym, Restaurant]",2,No,782.72,0,Yes
T100212,49,Male,Germany,Yes,Business,Website,11,2,5,Deluxe,Dec,2,252.68,Breakfast,Late check-out,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,1413.4,1,No
T100213,45,Female,Italy,No,Business,App,1,2,4,Deluxe,Jul,1,224.84,WiFi;Gym;Breakfast;Parking,High floor,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",4,Yes,1159.36,1,No
T100214,34,Male,Italy,No,Leisure,Website,0,12,6,Standard,Jul,2,146.9,WiFi;Gym;Breakfast;Parking,Late check-out,Laundry;Breakfast,"[Laundry, Breakfast]",3,No,931.4,1,No
T100215,47,Male,China,No,Business,Website,0,3,4,Deluxe,Jul,2,251.23,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Laundry;Gym,"[Room service, Laundry, Gym]",4,Yes,1084.92,1,No
T100216,28,Female,Canada,No,Other,Agent,0,29,10,Suite,Jan,2,388.56,Gym;Breakfast,High floor,Gym;Restaurant;Mini-bar,"[Gym, Restaurant, Mini-bar]",4,Yes,3985.6,0,No
T100217,35,Male,France,No,Business,Website,0,4,4,Standard,Dec,2,134.28,Breakfast;Parking,Late check-out,Mini-bar,[Mini-bar],1,No,627.12,1,Yes
T100218,32,Male,Italy,No,Business,Website,0,4,4,Standard,Aug,1,137.84,WiFi;Gym;Breakfast,Extra pillows,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",2,Yes,671.36,1,No
T100219,38,Male,USA,No,Leisure,App,0,12,4,Deluxe,Aug,3,260.79,WiFi;Gym;Breakfast;Spa;Restaurant;Parking,Early check-in,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",5,Yes,1213.16,1,No
T100220,65,Female,USA,Yes,Business,App,8,7,4,Standard,Dec,1,139.89,WiFi;Pool;Gym;Breakfast;Parking,High floor,Laundry;Spa;Mini-bar,"[Laundry, Spa, Mini-bar]",3,No,729.56,1,No
T100221,18,Female,UK,No,Leisure,Agent,2,13,4,Standard,Dec,2,132.7,WiFi;Breakfast;Spa;Restaurant,Late check-out,Gym;Breakfast,"[Gym, Breakfast]",4,No,550.8,1,No
T100222,46,Male,Germany,Yes,Other,App,7,21,10,Suite,Mar,2,366.62,WiFi;Pool;Gym;Breakfast,None,Spa;Restaurant;Breakfast,"[Spa, Restaurant, Breakfast]",2,No,3846.2,0,No
T100223,18,Female,India,Yes,Business,Agent,9,22,1,Standard,Sep,1,112.33,WiFi;Gym;Breakfast;Parking,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",2,Yes,192.33,0,No
T100224,32,Male,India,No,Business,App,0,1,3,Standard,Aug,2,133.27,WiFi;Breakfast;Spa,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,559.81,1,No
T100225,51,Female,France,No,Leisure,Website,3,14,6,Standard,Jul,3,143.86,WiFi;Pool;Restaurant,None,Room service;Spa;Gym;Restaurant,"[Room service, Spa, Gym, Restaurant]",3,Yes,1073.16,1,No
T100226,38,Female,France,No,Business,Website,1,23,3,Standard,Dec,1,139.61,Breakfast,Extra pillows,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",2,No,618.83,1,No
T100227,25,Female,Canada,Yes,Business,Website,5,23,5,Standard,Nov,1,128.19,WiFi;Gym;Breakfast;Restaurant,Early check-in,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",3,No,840.95,0,Yes
T100228,29,Male,India,No,Business,Website,2,2,2,Deluxe,Sep,2,215.24,WiFi;Gym;Breakfast;Restaurant,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,590.48,0,No
T100229,46,Female,Germany,No,Business,App,1,2,4,Deluxe,Jun,1,238.72,WiFi;Gym;Breakfast;Parking,Extra pillows,Restaurant;Breakfast,"[Restaurant, Breakfast]",4,No,1034.88,1,No
T100230,29,Female,UK,No,Leisure,App,1,12,4,Standard,Aug,4,155.19,Pool;Spa;Restaurant,None,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,880.76,1,No
T100231,40,Male,UK,Yes,Business,Website,7,1,1,Suite,Jul,1,475.24,WiFi;Breakfast;Restaurant;Parking,High floor,Room service;Restaurant;Mini-bar,"[Room service, Restaurant, Mini-bar]",3,No,675.24,1,Yes
T100232,38,Female,UK,Yes,Business,Website,6,8,2,Deluxe,Apr,2,205.68,WiFi,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,521.36,0,No
T100233,30,Male,India,No,Leisure,Website,0,10,5,Standard,Jul,3,134.28,Pool;Restaurant,High floor,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,801.4,1,No
T100234,63,Female,India,Yes,Business,App,5,1,4,Standard,Apr,2,109.26,WiFi;Breakfast;Spa;Restaurant;Parking,Late check-out,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,No,567.04,0,Yes
T100235,45,Male,France,No,Business,Website,1,5,2,Standard,Jul,1,134.21,WiFi;Breakfast,Early check-in,Mini-bar;Breakfast,"[Mini-bar, Breakfast]",3,No,378.42,1,Yes
